a,b,Y
-28.2893,-94.6282,-295.529
-76.5185,-31.1662,-147.024
-63.0337,-59.8766,-220.244
44.8289,-60.8236,-144.857
-1.83349,-79.2678,-231.967
92.38,78.5253,292.372
68.2833,89.0706,305.4
-13.1896,-20.8173,-71.2412
-99.1673,-14.5234,-115.322
81.2054,51.3472,205.72
30.0118,64.6114,206.981
4.99327,-72.8753,-208.545
-98.6436,-29.1325,-157.17
-24.4384,97.4874,262.571
50.4348,48.9664,176.552
-29.2626,29.8042,63.4387
94.5393,84.2648,310.526
29.439,-40.7994,-98.1239
-34.7436,20.0594,31.3017
4.46354,18.2557,54.4854
-13.5297,-68.1239,-208.227
80.971,19.8808,114.597
97.2201,36.7736,175.195
-51.3806,-22.2107,-102.93
5.24354,58.7471,172.091
31.2986,97.9758,304.353
-53.9034,20.5336,18.7949
-28.1638,15.9405,24.1616
-72.2347,16.9041,-4.97351
28.3568,3.81382,30.0469
-48.6441,19.9428,20.8963
49.9763,24.5675,105.694
36.0133,2.16203,30.818
-59.9898,44.9865,85.0678
3.41706,78.1865,226.958
89.3899,35.49,165.813
40.9894,-86.8081,-222.746
-48.7474,30.1054,50.1967
59.559,-89.8786,-218.172
19.7113,48.5047,152.964
98.4506,-12.3061,34.2209
85.8255,27.8774,141.227
72.1542,22.4801,115.724
-25.8024,36.9556,86.6162
-24.4524,-4.46272,-32.1259
62.2567,60.2908,217.848
-71.5899,25.7859,21.1663
-50.9886,24.147,31.3507
-59.5216,-7.94067,-67.5793
-89.0274,-84.275,-309.595
-95.6005,79.5275,159.116
-13.3717,50.7091,135.374
5.62597,-48.431,-137.431
-48.6196,4.24572,-24.4583
-34.4506,-81.9379,-263.31
20.7977,78.7381,241.141
-59.7387,-66.1456,-235.978
55.4975,45.5854,170.446
89.6035,13.9063,103.58
28.3588,-82.6023,-219.738
-53.1703,-79.8704,-270.892
-89.5426,-58.811,-236.364
-90.0623,-57.3808,-232.607
-39.1836,-57.5845,-196.344
47.0349,-67.3045,-161.992
16.7065,12.9282,47.9537
98.2829,-18.9218,14.9767
-71.6446,64.9583,134.355
-64.2991,-45.3079,-179.05
57.9868,78.8978,268.538
89.2758,3.5461,73.3964
-6.73129,-11.6217,-39.9837
11.0787,9.37149,33.597
-73.9322,81.3306,180.022
-8.85502,23.6757,60.5054
17.6275,20.2564,69.8032
66.3631,-14.9161,3.43573
-57.9332,-68.3964,-241.176
-96.7332,20.9553,-11.0076
-96.9173,52.1211,78.9439
-50.7164,-29.6305,-123.896
-37.7376,75.207,188.537
41.339,-24.5919,-42.6569
-31.0206,-84.1876,-267.328
-87.1004,-83.8554,-306.986
86.4077,-11.5932,27.5588
-7.82469,-61.2049,-184.096
9.31192,-76.8618,-216.94
61.6837,-13.7701,3.35893
-3.78034,-57.6116,-170.78
-12.3389,63.1778,172.163
-54.7095,-85.3556,-287.862
17.5263,7.52905,32.9413
66.2721,9.95184,75.2508
-69.942,-23.2255,-119.308
-72.4078,36.5167,51.5914
-63.695,-0.846693,-50.097
72.3299,-92.626,-216.863
54.514,22.4311,102.806
-89.8726,62.565,114.234
59.2561,15.0767,84.9824
-94.0526,20.1044,-11.5256
-59.1721,-51.3364,-192.762
-34.1264,57.7051,140.564
-98.7071,83.219,167.536
35.0098,62.7013,205.08
53.1476,-16.4933,-10.695
93.9037,98.8447,352.209
60.9614,-33.4842,-54.1479
-35.1043,62.0139,152.31
-54.0712,-65.7681,-230.782
-52.6353,-15.4731,-84.364
-42.7176,79.1454,196.314
-5.06728,24.5081,65.6548
-97.6219,-2.6771,-79.9609
85.9042,38.1039,170.844
60.8834,82.0844,279.847
15.1374,-40.9532,-108.927
3.38976,22.7415,66.6739
-58.0542,65.6079,146.076
-74.5829,-31.7098,-147.193
-41.3264,26.2969,44.5631
-26.1554,0.875487,-17.9292
-33.2001,-76.4666,-246.589
86.7726,-22.6636,-4.17586
25.0931,48.8018,157.721
-92.8016,-3.62178,-79.2002
-88.603,-30.3474,-153.41
49.8409,-8.01214,11.4248
75.0885,21.3286,114.521
19.1146,32.565,106.458
-66.8047,-99.3285,-337.011
-10.7488,-66.8024,-202.393
-96.9556,59.2115,99.411
70.6107,98.7797,335.15
-65.6272,81.6752,187.033
-81.4587,38.5058,50.7854
29.1143,10.667,50.4046
15.9141,-77.2286,-213.219
53.3832,44.0469,164.467
-28.3123,32.4,71.6303
15.6207,-30.5181,-78.4142
82.2495,-83.9358,-184.559
-47.1372,74.5024,179.693
13.8556,28.1824,89.9813
-79.1145,-55.182,-218.322
-46.039,-98.5208,-319.636
51.717,99.7572,324.291
96.6365,92.6971,336.419
-91.5718,-44.6314,-196.848
31.3885,98.7326,306.606
-72.9329,70.638,149.839
-17.2781,-26.6402,-91.0335
46.7205,54.2836,189.231
44.684,92.6256,298.583
-17.8464,27.5182,65.0998
24.0134,-36.344,-89.1752
-29.9357,70.2315,179.806
-84.4677,18.6481,-8.79283
-14.544,50.7091,134.525
26.5469,19.2494,73.3526
52.0498,-23.3872,-31.417
-43.4333,-19.8055,-90.2222
-68.5716,-26.2212,-126.974
-35.1045,-52.2505,-177.972
53.1702,22.9821,103.425
-24.2244,-93.553,-289.476
72.1687,-43.5686,-75.1794
98.7161,-29.5209,-15.3462
-69.029,-89.7273,-310.87
54.0986,-46.6422,-97.1516
-6.58874,-26.5217,-82.9489
43.5514,61.4371,207.613
96.4083,-54.2488,-88.4939
-29.217,-25.1159,-95.275
-57.1713,85.8637,205.265
-83.5737,45.0373,68.1329
93.9838,-91.8474,-198.929
13.4916,89.7727,267.745
-46.4625,53.0328,118.123
12.2479,12.4285,43.28
-59.3932,2.649,-36.8769
34.5761,3.90554,34.8166
60.1033,-72.6026,-167.841
-40.8028,-85.6534,-278.65
39.4024,-97.7478,-255.517
-67.4378,-73.2727,-262.155
98.2191,46.6576,204.488
-0.35643,64.8963,185.809
43.0673,92.5742,297.264
-79.979,-98.8534,-345.18
40.4021,83.5269,269.182
-70.9739,2.73242,-45.0236
66.7156,29.1279,131
64.2809,44.6372,174.067
66.6202,-2.77677,38.7108
-30.2629,-6.09436,-41.0507
-40.5338,17.8928,20.8452
26.8841,76.8391,240.06
29.3025,84.478,263.892
-57.8919,57.9301,124.001
-48.3727,64.4191,149.652
43.0597,10.8492,61.0321
46.6275,5.6016,48.4479
-31.345,56.1366,138.044
-80.3095,88.7321,196.797
-56.6911,-69.0188,-242.076
64.8789,81.6238,281.41
75.4528,94.2606,325.595
-69.2888,59.136,119.232
-12.1108,2.79132,-2.21908
91.6854,-96.1039,-212.897
26.1841,88.2293,272.476
-29.7976,-47.2433,-159.655
-85.9389,44.6024,65.1626
-26.1366,-92.5349,-287.919
25.5795,-50.9271,-130.193
98.1241,-89.9263,-190.377
-8.64718,-99.8081,-296.274
-25.3603,31.4372,70.9854
-35.5958,60.4251,147.361
71.7934,-83.9576,-192.196
74.6993,0.135702,52.9809
13.3762,-25.1802,-64.6108
38.6818,-41.372,-93.0846
67.0028,20.6071,106.579
18.0196,-93.9088,-259.908
-13.8198,97.7521,271.027
-13.0957,77.2023,212.153
67.0422,-70.8043,-157.617
10.0566,-52.77,-146.763
-10.0766,-2.40674,-15.7708
52.7897,82.0762,273.961
48.0328,-25.9586,-41.759
-61.7058,-60.3584,-220.675
-79.1937,-3.37175,-68.6213
-35.8659,12.0771,7.41574
50.8867,-95.0769,-239.479
-99.3209,82.1311,163.947
50.596,53.3937,189.466
-28.8743,-55.5789,-183.08
-5.60117,-58.8073,-175.555
49.3236,83.5038,275.577
-35.6562,-77.2649,-250.676
-31.0164,51.0571,123.6
-6.92756,-57.7863,-173.565
39.1231,-68.7066,-171.776
-73.2275,-39.6156,-169.063
-90.2653,-86.3395,-316.459
-84.1631,42.4666,60.2754
-69.9087,-26.4034,-128.469
89.9755,-21.2202,2.31612
-85.4232,86.5875,186.894
-8.44671,7.05786,12.7672
-48.796,-93.0485,-305.815
77.8902,-87.882,-199.123
-89.7509,-51.5689,-215.582
-1.00805,-55.2582,-161.97
51.6819,-42.1364,-85.8782
67.9397,-38.7192,-64.2251
-11.3217,43.1833,115.106
-56.355,44.3946,85.9896
37.2246,24.7769,97.0637
64.9707,4.41033,58.2904
-63.11,-85.8732,-295.443
99.0381,-65.8054,-119.994
-3.47079,86.4309,245.799
34.3392,-89.531,-235.434
-15.4275,24.5531,58.2812
-54.0127,-56.5017,-203.955
-78.7654,96.2481,219.641
-76.5495,-23.7387,-125.577
-69.9028,-49.2655,-194.548
-93.9386,-95.0926,-344.42
4.62105,64.3218,187.754
-54.5058,-9.59326,-68.7233
-55.3599,-99.9098,-330.402
1.57033,60.5922,174.764
17.2162,-64.5357,-175.587
-6.86238,49.3393,136.129
-41.7408,-81.433,-267.131
-41.392,-53.7519,-186.866
31.948,-27.5108,-57.8958
-75.8408,2.24008,-49.9718
25.7617,-66.5725,-175.285
82.6742,55.9654,220.133
-55.5403,0.997378,-38.8602
71.9167,90.3357,311.689
-0.406028,69.8509,200.095
50.596,-25.5289,-38.6607
95.9356,13.0456,105.678
-12.92,-19.623,-67.594
-62.3262,62.7605,134.751
46.5237,-81.8838,-204.504
-71.1217,38.9935,59.682
34.8105,26.0565,99.0138
46.7718,-89.421,-226.111
69.4537,-68.0943,-148.037
-87.2058,59.8142,108.215
96.6337,52.9365,221.489
78.0778,-70.0149,-147.343
-40.8488,-83.067,-271.208
27.9377,-78.3566,-207.77
91.649,68.4641,262.761
-85.1346,4.23774,-50.929
86.4705,15.732,106.588
55.8094,-95.8183,-238.056
-31.4933,-3.54864,-34.5834
-26.9856,-72.1868,-229.717
5.81701,86.0616,251.459
-24.3949,65.4573,170.02
-91.6022,-88.7487,-324.391
53.4315,-83.1873,-203.269
-42.6183,99.5039,255.233
87.6532,33.3764,158.446
-7.95849,-8.79828,-32.7114
-23.303,-12.6572,-54.9795
-14.6364,-23.9735,-81.4122
79.3487,96.9022,336.052
67.731,-21.2546,-13.895
72.6586,70.3564,254.476
-20.496,-14.2624,-57.5863
-61.138,-58.0732,-213.658
73.4262,16.3876,99.035
97.2757,91.0765,332.198
56.6033,-54.8533,-119.072
5.70084,6.98146,22.7934
24.9133,-59.2621,-154.768
39.6547,-55.2879,-132.604
-88.7062,-36.5198,-171.326
36.309,-22.4371,-40.0717
73.3953,-99.9397,-237.232
-99.441,75.1701,143.739
-95.0443,-78.8255,-298.201
-47.4226,62.0474,143.485
-76.3304,-73.1836,-268.339
-0.893395,84.4815,242.031
-31.6568,-0.201188,-25.026
-77.753,90.2077,202.914
-44.2224,-46.8529,-168.974
-76.7133,39.4559,56.9687
78.4192,-68.0401,-141.387
11.7344,24.9119,78.9915
17.1383,94.1949,283.168
-82.5772,-75.999,-281.001
-4.30578,-67.3094,-199.192
37.5423,-39.4013,-88.2136
-64.5575,48.3887,91.5935
-80.8233,-7.79988,-82.6012
-12.162,-10.8989,-41.8277
-5.91216,3.07373,3.08685
66.9885,-52.8773,-105.838
27.4103,85.2424,264.731
41.0147,60.1269,201.988
13.0135,-92.987,-260.869
37.4279,37.9889,135.4
-72.3187,70.8878,151.006
-0.0203726,34.9225,99.4133
2.59336,57.4941,166.55
36.5235,79.2719,254.074
-14.3363,-26.3784,-88.1461
69.5116,5.12308,63.6396
-41.2072,-37.4885,-139.722
96.3993,-81.3265,-166.769
10.7913,-18.3879,-46.8498
11.9836,32.2717,100.446
-14.5698,-83.1193,-252.325
69.6896,23.2332,116.116
57.555,-0.110416,39.8521
-48.4045,44.6439,92.4686
83.0542,-46.7726,-76.5562
26.6325,-72.7711,-192.571
-83.2738,73.8072,151.51
40.7275,-30.5703,-60.3806
-55.0777,85.3344,205.251
19.4383,-21.705,-50.1749
41.603,-69.279,-171.634
28.1,-22.6459,-46.6211
-50.5816,-61.5784,-216.144
-2.39081,-45.4901,-134.737
50.5217,26.8543,112.699
91.3433,-6.32497,46.3616
27.108,61.9199,197.098
80.7858,59.1914,228.09
-98.4487,44.6399,56.2102
71.3519,-75.7359,-168.751
-48.8435,-57.4992,-203.095
-79.6643,-4.0062,-70.796
11.1599,-36.2059,-98.0859
26.282,-22.9698,-48.8739
97.6948,71.2825,275.287
55.2734,-54.1415,-117.978
-50.544,-40.6163,-155.526
-16.029,-1.96947,-18.8181
-60.7904,37.3184,62.3232
83.7011,42.5036,181.966
-62.667,13.9331,-6.63136
-63.2625,56.2589,115.28
-81.8178,-25.4132,-134.233
94.047,-54.2741,-90.2774
72.3278,-70.4304,-152.708
-45.9769,-21.3526,-96.5362
-48.1494,-87.1747,-288.369
-61.8462,-95.2816,-321.722
-41.588,-31.7356,-123.369
-18.9425,-33.1219,-110.974
-71.6208,-54.8496,-211.933
71.7947,-70.662,-153.764
-56.5516,45.0454,87.7281
-65.2005,95.2642,226.621
-62.5482,-88.0408,-301.301
-80.5816,-56.3454,-222.747
-90.7582,-46.488,-201.625
74.5787,-14.3269,11.0894
19.2182,-41.2673,-106.879
71.7687,-67.2848,-144.021
89.5756,-80.3154,-168.789
-99.8047,50.6058,72.4725
46.7883,-33.2334,-63.6883
-80.6211,-66.861,-253.171
43.8405,-33.0807,-65.3821
29.1989,81.2645,254.528
13.8986,-90.028,-251.675
87.753,95.1204,336.989
48.8724,22.2235,98.1194
-1.69902,-18.0415,-54.8953
95.5375,75.7735,286.705
8.22529,16.2091,51.2944
-67.8318,65.3781,138.33
53.3449,-98.4373,-247.412
76.6618,97.0226,334.454
-25.1201,75.4894,198.492
0.16937,32.227,91.7593
4.9281,-18.0202,-50.0336
99.614,45.8266,203.096
-40.7429,43.8406,95.6958
-16.4703,-21.1,-74.4346
-88.1593,90.1989,195.351
-89.4431,-33.8665,-164.19
47.2241,-47.822,-105.541
37.4558,-40.2994,-90.8722
-77.0359,92.4629,209.952
-74.4207,2.3166,-48.7221
-43.0487,58.466,136.3
57.5105,50.9754,187.484
63.1553,23.5204,112.213
-17.6199,16.1858,32.5074
14.8206,14.1103,50.0047
-61.9636,54.0783,109.918
5.01277,-37.9881,-107.69
-86.8211,40.3255,52.1614
10.3392,11.4973,39.2058
58.6023,-93.3427,-228.878
80.2308,91.2754,320.427
44.2863,-36.4504,-74.7993
-38.0187,51.6879,120.352
-79.1438,60.7241,116.684
-61.1992,-22.2715,-110.218
-72.3554,-12.361,-89.6517
88.405,-60.0377,-111.023
79.1842,13.2056,94.008
-41.5641,32.0527,61.028
12.3902,8.89586,33.172
-44.2776,-14.5565,-75.6613
89.9764,-42.0466,-57.882
-71.1809,67.9273,143.272
-11.7892,-99.3094,-297.109
-13.0427,29.5701,74.51
-17.52,35.6689,88.896
-47.2874,69.9208,166.341
-48.1682,-51.2782,-184.623
-62.9108,54.9945,111.88
47.9104,-58.0902,-134.724
-30.5408,-46.1212,-156.95
90.3866,70.072,266.495
-94.4054,43.7966,56.7014
-44.1752,84.8648,211.79
46.6637,-99.0505,-254.023
-39.2904,-8.39173,-54.2298
31.8621,36.9194,128.278
16.7424,90.2767,271.556
-79.6928,77.0344,163.431
56.2596,-89.2622,-218.78
20.3194,86.8754,264.315
16.6666,-49.9213,-133.742
69.7063,15.4756,93.7045
-70.9504,-11.8768,-87.2345
75.7552,-48.3953,-86.5332
-30.1739,63.6558,160.627
28.3818,38.8492,131.335
71.1369,7.58341,71.9283
35.8268,-71.46,-182.122
-22.3382,73.8462,195.757
43.2221,27.1143,108.164
13.789,-76.4605,-212.538
9.24341,-26.5575,-71.5851
-22.4356,-71.6423,-224.848
-46.7955,76.1959,184.835
46.154,27.5876,111.655
-7.53397,-84.0812,-250.009
26.5945,97.5139,299.611
24.8107,2.77796,24.4843
41.1622,30.0906,115.275
36.1242,0.95166,27.3998
-55.5081,3.84351,-30.6102
74.264,3.49467,62.3748
75.9497,82.828,292.909
19.9529,59.944,186.205
-17.7629,36.2343,90.3541
67.4834,-20.1173,-10.7868
-10.0882,15.9653,37.3251
-83.2081,-59.6636,-234.241
-12.1595,-78.9713,-238.59
-32.1748,-93.9773,-296.462
75.3733,-42.6307,-70.1472
41.8806,67.8135,224.833
-0.608554,-60.659,-177.291
34.4595,-80.3488,-208.805
23.9999,-64.5199,-170.628
-28.0591,-4.90671,-36.0215
58.308,-50.8621,-106.3
60.1607,81.8018,278.507
55.5436,-89.5834,-220.227
30.322,-70.1368,-182.284
46.0765,-69.6375,-169.43
52.0631,67.9706,232.663
-58.6906,-68.7868,-242.853
-31.1715,-65.7217,-214.062
-69.5793,34.052,46.5157
-86.6408,-25.8282,-138.926
-83.2843,95.1206,213.108
-91.0424,-39.773,-182.421
-57.5839,78.8609,184.725
-81.9297,90.9428,202.014
30.8506,29.153,105.096
75.6489,-49.9466,-91.0943
-36.9509,-82.2195,-265.935
-26.0701,-48.1523,-159.582
48.2523,-94.2783,-239.079
82.4447,80.8153,291.796
-77.0473,89.8766,202.468
-65.7714,-45.4056,-180.398
-25.3272,-48.9241,-161.275
-26.1418,21.4751,41.624
-58.9393,-95.8221,-321.179
96.1939,-23.4127,0.482738
-58.4115,-39.3383,-157.53
47.3525,-62.1509,-146.866
89.6585,13.0286,101.083
50.8621,55.2172,194.929
-95.3005,-65.9518,-261.175
78.2306,-83.3931,-185.902
64.3005,99.6447,333.08
-33.3605,24.9188,46.3493
0.451801,-73.5823,-213.878
-26.8483,-99.5407,-308.685
4.91132,81.4853,237.575
-12.0716,-38.714,-122.162
-91.8295,47.3891,68.9511
-41.7339,-83.4547,-272.969
-26.6687,-15.5573,-65.8001
-31.7897,46.0438,108.549
86.3748,-81.7822,-175.347
35.919,-99.0861,-261.908
55.5899,82.1799,276.289
72.5489,-34.1631,-47.7173
-44.5188,89.2385,224.184
-64.3002,55.7297,112.999
-36.357,-22.1128,-91.7661
12.1688,-80.5749,-225.604
-70.0414,-79.2386,-281.286
-96.9559,-88.136,-326.498
41.7432,-8.3237,4.65907
-44.3623,-81.0875,-268.031
-22.6412,-62.4148,-198.325
22.6153,69.1956,214.875
-7.31151,95.1427,268.199
69.8979,56.5127,212.461
-34.821,22.8157,39.2124
-29.7756,67.6509,172.463
26.3257,33.8954,115.527
99.4634,8.7559,95.8342
95.6681,13.0103,105.383
-49.1644,-97.8217,-319.879
-44.7027,-50.8231,-180.798
0.0303414,99.7385,286.801
87.7008,-23.025,-4.54816
-36.4377,39.3058,85.7064
-23.8537,-60.7939,-194.518
46.2873,-3.89231,20.7593
-13.5404,-69.6398,-212.617
-98.0075,67.2113,121.773
-44.4302,-33.6044,-130.83
-28.7896,78.5448,204.666
-12.7641,-32.4795,-104.643
27.5055,16.7841,66.9209
33.4891,44.9554,152.684
81.6716,-36.554,-48.0208
-96.9754,-2.57156,-79.1875
-73.7875,-80.9776,-289.026
32.285,51.4189,170.495
-47.3296,-15.3529,-80.1738
46.7447,-79.882,-198.558
18.8382,42.7394,135.667
-78.2716,57.1856,107.088
-43.2039,19.5337,23.6542
-36.0215,1.15999,-24.2529
77.3711,21.7256,117.322
25.9741,33.9086,115.31
-87.3008,97.7922,217.922
57.7433,19.5215,96.7345
-76.9655,12.668,-20.6444
-93.3883,-81.9474,-306.026
28.0602,5.5895,34.9647
64.4603,-0.621309,43.3768
40.4011,-67.8439,-168.356
96.1622,-87.9139,-185.981
-63.7555,45.8601,84.8655
44.2427,52.1925,181.392
91.1987,11.1697,96.8253
-34.8533,41.6912,93.7487
15.0413,-2.40673,2.42204
98.767,-15.5494,25.0754
48.8533,-80.3311,-198.329
-69.0859,95.915,225.688
89.3437,-99.5052,-224.425
24.3328,71.3447,222.331
63.8043,-46.3234,-89.2004
-89.1282,-15.408,-110.608
-49.1619,15.6875,8.22132
-24.5737,38.7379,92.6579
-38.9267,89.6398,229.394
59.5233,-53.069,-111.799
21.1266,25.836,88.4654
-80.3109,-1.60926,-64.336
84.9236,-29.8429,-26.2669
-20.0944,-21.6323,-78.5983
-20.3536,-56.3021,-178.999
6.14666,-19.5677,-53.6241
8.55565,26.4712,81.1964
17.1208,71.8655,218.612
-17.1858,11.6935,19.8368
-48.0735,-43.6233,-162.428
70.1208,-74.0166,-164.673
-15.0551,60.6294,162.829
26.5414,-93.7053,-253.147
-46.6913,-11.2308,-67.7967
14.599,-27.7818,-71.245
-26.3855,75.0805,196.394
-83.4322,53.5724,92.9062
95.6052,-95.8778,-209.404
-65.3538,52.8361,103.872
-81.696,27.8892,19.9262
56.8729,-86.6045,-210.653
69.7263,-46.2896,-84.8136
-71.4598,39.311,60.355
-16.8553,66.8882,179.617
-72.8425,-82.0082,-291.32
0.886696,-81.8715,-237.523
57.7791,28.514,122.753
73.0279,-34.4544,-48.2124
-64.173,-79.8714,-278.865
33.4921,20.5958,82.2749
-17.3744,-94.7817,-288.067
73.2017,-0.763242,49.2978
27.8053,-61.1341,-158.085
-88.6633,89.4764,192.898
89.3161,-48.8131,-77.9188
92.6116,57.0241,230.391
90.2001,-49.3521,-78.8367
-8.16266,-57.5527,-173.784
-54.824,21.0198,19.5333
-33.4673,31.7129,65.9106
-96.9532,-9.8682,-100.262
19.9245,-38.6512,-98.806
-51.8542,44.6764,90.0638
25.3588,46.3206,150.742
16.491,93.8886,281.814
-74.1272,-76.8888,-277.453
32.8217,57.1024,187.312
0.726595,53.4981,153.647
62.6718,-24.1334,-25.8803
0.39784,-72.4723,-210.709
-4.13558,-90.0524,-264.808
-38.4794,68.7037,169.202
18.7332,-54.8819,-146.584
49.7668,-18.429,-18.7389
79.7825,94.6369,329.819
-7.67776,77.696,217.504
38.8591,79.9595,257.753
-22.4639,-69.6306,-219.054
53.7951,53.8019,192.962
10.4262,-44.9866,-123.998
-1.60906,-74.2792,-217.385
93.4219,-64.4484,-120.139
-21.229,51.0754,130.742
-90.7412,-32.5986,-161.465
17.8926,6.3822,29.8917
-7.26331,-97.4945,-288.585
-24.8146,69.0284,180.038
49.6304,26.4994,111.028
-26.5576,-13.1202,-58.6751
74.4809,-2.13928,46.247
22.3132,-22.0697,-49.1469
50.3086,-52.9755,-118.203
96.1104,99.8969,356.849
21.9934,-30.0841,-72.544
42.1715,2.9892,37.6693
11.9941,74.4157,222.27
30.406,-67.4388,-174.425
-56.7194,-46.3302,-176.515
0.537502,56.6383,162.587
44.1912,74.6131,246.161
96.6791,5.31718,83.8779
23.6431,95.4805,291.596
3.03235,40.0551,116.46
-35.9196,14.7826,15.1972
-61.1314,21.2987,15.7712
-16.5627,45.9028,119.17
42.8738,1.23538,33.1086
50.6581,-97.8664,-247.707
61.363,-5.02459,28.4057
88.4733,50.1809,207.613
-21.2787,91.7219,248.195
36.2875,-29.6044,-60.8045
-51.5753,-4.76047,-52.6315
16.3651,-76.1712,-209.836
-81.8709,-24.5904,-131.893
2.77681,68.6638,198.969
84.6062,-53.1394,-93.8355
79.9317,95.4765,332.354
70.6344,82.1874,287.208
-11.4606,-49.2713,-152.235
-42.1287,57.9168,135.38
74.8654,-19.4698,-3.56839
41.8574,60.526,203.752
-7.77802,-96.8487,-287.091
84.9437,-42.7467,-63.5509
-8.25176,86.2169,241.718
71.044,76.8506,272.078
-57.9822,1.57368,-38.9631
-98.4017,10.9044,-41.2682
-73.488,1.17658,-51.3417
47.9982,-84.6249,-211.359
9.06864,31.7176,96.7325
77.7313,67.2144,249.068
20.0366,-70.4913,-190.759
-44.4781,-66.3048,-225.385
10.9441,57.3043,172.049
11.9042,-39.2165,-106.249
-22.9938,-19.8536,-75.5568
68.7729,19.9935,106.088
-93.0968,-28.4467,-151.17
-74.9097,40.7698,62.0729
-66.549,-25.7663,-124.194
-25.2978,49.8345,124.208
-28.4812,-72.3084,-231.152
24.9372,80.6335,249.618
-82.1535,94.9137,213.329
-19.6976,97.5832,266.282
94.2204,-8.34603,42.6035
8.07939,54.117,160.762
-33.9154,67.9137,170.225
-45.4207,-3.12902,-43.4581
-63.9527,-63.7873,-232.214
-41.1949,-81.7234,-267.575
-75.4788,39.8538,59.0129
94.5825,92.0304,333.004
79.9414,-85.2718,-190.093
80.453,99.7283,345.021
76.9698,27.4941,133.705
26.2223,-52.7263,-134.929
27.1189,-11.2826,-14.4858
33.2345,-87.3836,-230.027
-90.4967,-76.9691,-289.541
-80.5341,-86.9585,-311.2
13.2937,11.5499,41.4978
-49.0089,-46.5894,-171.68
80.5511,-40.5247,-60.3098
-33.9521,-88.3143,-281.38
-61.2645,-47.1712,-182.238
-22.7458,-38.5457,-129.407
-34.6565,58.1014,141.325
-55.2803,-41.109,-160.381
88.6688,90.3076,323.741
97.8333,-94.5027,-203.816
94.6233,-23.6541,-1.35277
-64.3265,64.2182,137.516
7.23319,65.0516,191.755
50.0614,37.7142,143.757
79.6613,19.851,113.562
-78.7536,-7.79064,-81.0753
33.8536,61.9002,201.927
34.6058,40.0707,139.374
-88.0098,24.2407,4.80708
-5.56495,-70.8793,-210.423
74.6452,92.4368,319.739
49.0265,48.8301,175.138
59.8351,21.9312,105.215
4.7909,-58.9908,-168.559
-77.5368,-65.3393,-246.539
-28.7469,-0.808285,-24.6732
3.86575,3.33498,10.9241
33.035,41.1867,141.462
32.4303,-90.5999,-239.906
-60.7253,63.2628,137.363
46.1875,-85.6188,-215.544
4.72525,6.39959,20.4049
29.9059,-29.4196,-64.8925
-59.4298,-32.2262,-137.71
70.1288,-40.9149,-68.9864
-15.0995,24.7972,59.2243
55.4704,85.4295,285.596
-65.5617,-97.285,-330.204
28.5047,-4.19394,7.00755
42.1916,-85.0836,-216.891
-80.2454,81.8116,176.84
2.02258,60.9061,175.999
-3.27124,1.09146,-0.730107
67.1024,-65.622,-142.594
17.465,-41.8108,-109.72
-52.2071,-63.063,-221.613
51.0245,1.52483,39.8487
40.8628,24.0437,97.5795
67.2702,45.1793,177.799
-70.2409,50.5829,93.8192
83.0071,41.8739,179.643
24.0646,-72.7664,-194.417
-1.72616,-29.2484,-87.3085
-71.7928,-43.4506,-179.109
-60.0339,2.41028,-38.031
81.9414,-67.4041,-136.998
-77.8453,-53.425,-212.324
2.0048,43.2373,124.914
82.0308,-99.8997,-230.862
-90.2513,-91.8093,-332.259
-62.7181,-95.3964,-322.686
-55.0703,-44.4773,-169.965
52.9213,50.4761,182.716
-40.1725,57.1137,134.475
-51.6296,98.2824,245.175
6.14038,56.7476,166.961
-56.9141,-64.3278,-228.678
-75.2286,-96.1165,-333.828
-55.6949,13.1792,-3.76063
-21.5017,-96.7742,-296.815
-71.7686,-49.97,-197.936
38.3691,75.2625,243.821
67.3886,24.4613,117.999
44.4345,64.0005,215.662
-62.052,-59.0836,-217.241
-64.2568,82.1893,189.512
94.3403,77.3999,290.539
65.6164,52.4132,197.511
46.4972,-5.38372,16.6005
36.2661,-94.0102,-246.985
7.7557,-3.1683,-5.0562
-76.0697,-88.1561,-311.428
87.3485,-79.9631,-169.383
75.0826,-78.6946,-174.601
74.3114,55.0011,211.289
79.4283,63.9925,240.984
-17.3072,-89.9194,-273.963
29.9217,-6.7599,0.616987
70.5324,-50.0789,-95.1826
34.6573,-62.8368,-158.043
60.0248,19.1668,97.3617
-74.521,32.8457,39.4498
-87.1735,-57.0281,-229.495
-5.49967,-93.5897,-276.02
69.7195,5.60079,65.171
-49.4075,98.1577,246.424
25.5022,58.4484,185.901
51.1344,-56.4244,-127.574
82.2671,51.7884,207.765
-80.9002,-77.0215,-282.742
-19.9447,-48.1823,-155.233
-33.5399,53.3917,128.521
-73.9959,90.2972,205.894
75.2528,1.84692,58.3281
-1.99076,90.163,257.659
-10.6855,-27.7713,-89.5281
63.8565,-59.403,-126.969
51.7907,84.4607,280.13
-65.2438,20.0809,9.27264
-42.3043,21.0836,28.7858
27.4173,-90.7157,-243.871
-85.1442,38.8525,49.118
-82.8521,29.4156,23.5008
1.43743,-13.3706,-39.1222
-82.3355,69.9312,140.986
-70.2449,88.6804,203.937
9.17279,30.7898,94.1263
-54.7711,37.7143,67.8273
56.3068,-80.2547,-192.709
