a,b,c,d,e,Y
-42.4906,-12.3668,-40.1844,21.9695,73.8079,-773574
66.5413,-97.7632,4.21585,58.5947,-38.281,688928
-73.7563,92.5134,69.3553,-49.7135,13.1206,-967624
-57.4573,41.7203,4.15883,-65.2664,99.7371,-2.55465e+06
33.433,33.9954,92.3951,22.3055,4.42591,-2.42233e+06
-76.8682,-79.5499,28.282,67.1139,51.8543,1.61705e+06
-69.9078,-11.0185,-17.0833,-84.925,-75.3383,2.06995e+06
28.243,7.73099,80.4027,-91.1385,-67.1173,-874070
92.1621,-20.5399,-98.4051,8.61211,-74.4054,1.72407e+06
52.3659,-21.5881,-64.5891,51.8618,-10.0421,434093
51.9176,-29.9383,92.5706,72.0328,18.1395,-2.54899e+06
-0.655348,-14.0668,-42.1074,42.3926,-84.0793,1.96115e+06
7.1827,-67.6384,64.4497,3.69989,-36.9755,-185813
-76.1822,-95.9996,50.4503,-46.2858,-93.848,4.50678e+06
-92.2582,22.3873,49.8587,-8.38018,32.0836,1.77325e+06
77.4914,42.4818,92.9845,-26.4877,41.8944,-3.97857e+06
-86.2551,-65.0671,-49.2662,-91.9497,-46.5214,2.66488e+06
36.0209,-42.752,-86.4215,58.173,23.9035,1.87762e+06
90.6242,16.8812,62.6987,-6.63291,40.5805,-3.05338e+06
-29.7315,26.4058,-86.2137,-88.4902,31.7757,1.65107e+06
17.115,-14.5691,-85.5588,-56.4339,-9.37553,1.77876e+06
-21.4538,18.9844,-69.2986,-97.8722,21.9129,725420
53.4006,61.5463,29.1181,40.7562,-95.4884,1.6946e+06
-15.701,-37.555,-34.1006,-7.14629,-3.16717,202821
55.5252,64.7444,-16.9961,18.2072,31.0654,-952564
87.5564,56.8823,2.71077,-20.1378,37.1558,-2.34945e+06
90.9657,-73.5864,45.3082,93.1833,2.72439,-1.63507e+06
81.3991,-64.546,83.7454,-67.6228,99.8657,-5.86726e+06
-63.3657,84.84,81.3733,73.5287,-74.9131,-356904
12.4139,73.4159,84.892,-62.7562,21.0222,-2.40729e+06
12.5181,53.269,19.2976,-48.0761,33.5206,-379132
9.89434,-35.5702,-45.2235,44.0685,-67.2973,1.23533e+06
-95.9695,49.0094,12.8748,61.1238,-5.12581,2.41915e+06
-81.161,42.4867,-51.4312,-13.0401,48.8288,1.46871e+06
-71.272,-65.7446,-84.3428,-21.3592,42.6614,2.95173e+06
-27.4115,-62.8146,-96.2897,43.3972,-56.8112,3.56356e+06
-55.6157,40.0477,10.9029,20.7425,-31.5204,486400
-32.4106,43.8869,-67.6799,-83.0733,-38.9276,910050
88.294,-79.4354,-78.7189,89.5894,-44.15,605101
12.0612,16.1336,-11.8209,55.9968,-44.449,297434
-62.9042,-65.3208,72.1806,-92.6649,-44.3145,76249.1
-39.6284,-63.1229,-35.6891,-64.4647,-26.7156,654775
-88.6162,-25.1648,-85.587,43.3006,-84.0808,5.57815e+06
69.4751,-48.7273,93.8657,65.1321,-34.6745,-2.97503e+06
-38.6966,-90.1083,28.5764,-94.1855,28.5741,852345
54.9619,-57.8327,29.4468,75.7794,-9.00623,-148514
88.9569,-95.3209,86.7291,-34.909,-0.656091,-2.68335e+06
-69.454,27.4722,-85.0933,55.1514,-1.86348,2.77606e+06
55.4816,-91.8955,-79.9886,81.3382,83.7121,522937
26.8151,32.0667,91.5425,43.8395,28.2674,-2.3444e+06
11.6348,-75.0265,-73.2645,54.7943,16.1761,1.77839e+06
81.7551,-10.9147,10.4547,-19.8585,62.9883,-2.31761e+06
-38.325,-35.6392,62.4628,32.639,11.6928,-466018
41.4217,-71.5758,-32.2302,68.643,31.3496,413989
-43.5018,-41.6483,16.498,-63.4071,-14.0654,269584
18.4855,-47.8012,-62.0591,-90.5267,-10.9947,654984
79.5815,37.5767,64.5851,44.5503,57.9765,-2.84791e+06
-96.3854,26.6825,84.0426,87.9532,-21.7814,1.05525e+06
35.4511,-53.4597,50.7584,80.7449,-99.3546,2.70036e+06
84.5141,2.42711,-53.3248,43.1349,52.9486,-1.70958e+06
-29.6832,-36.7455,41.2043,56.912,56.1493,-524586
-2.3594,41.7085,33.4792,-2.19933,-85.1463,1.57057e+06
-4.77398,-47.3277,-42.8289,-7.49486,58.7415,-220456
36.1554,18.1614,2.47696,-80.4889,-76.7827,1.02933e+06
-78.5713,-90.1966,11.6421,-28.3993,15.1728,2.39908e+06
73.7259,91.5538,-70.0282,-72.9535,-3.26412,-1.33219e+06
51.2658,81.7077,86.2839,-37.8013,87.6834,-5.00503e+06
63.9424,81.2407,68.998,3.6363,-37.0115,-2.30942e+06
-23.9386,-26.5744,-74.657,-11.8214,58.818,677949
77.5801,-61.736,-72.9565,-92.3367,-68.989,870166
-1.54603,43.9559,-50.2912,56.8865,84.8899,-1.49733e+06
-0.9773,-25.5675,-13.9474,82.6021,19.011,175352
37.6912,20.6598,-15.6739,-0.109369,-56.6869,365890
-76.7796,-71.8623,98.0192,68.5083,-40.2998,-605971
7.173,16.0817,-59.9085,-22.6942,60.5615,-37712.5
-37.7747,-66.2127,64.9871,-42.8932,-57.8443,315202
90.3552,-14.693,-44.9376,-72.5176,-15.3876,-1.93523e+06
95.7422,-9.76215,-59.2864,-4.94588,-47.5026,-1.60786e+06
-2.24043,36.9007,93.9929,-40.6517,65.4004,-3.29673e+06
-24.5348,-64.2416,19.2254,80.0783,-13.2642,552533
50.8913,98.6516,-40.1119,-32.5485,-52.6459,-1.14083e+06
73.7831,7.66347,17.1254,54.7519,-87.7227,824445
-21.8803,49.1456,26.68,72.8107,43.12,-317798
-24.6653,-93.608,-79.0995,-78.1435,-22.8218,2.56254e+06
2.00566,87.6762,13.3864,70.7297,-51.4673,-467320
-54.4528,-21.0831,57.1301,-71.1304,84.9265,-1.9551e+06
73.0622,9.20291,74.3188,82.3403,-46.8732,-1.84248e+06
94.4549,-38.4285,7.1934,-81.7256,-81.8493,-901617
-33.8269,22.9863,40.8564,-89.3183,-27.6526,-218570
39.4163,-21.8613,61.6226,-25.1281,-27.3257,-776286
1.82789,-56.6224,92.3512,-47.798,28.1585,-2.09519e+06
17.445,-22.0625,61.9758,13.7989,-96.2728,1.897e+06
-75.6402,7.52331,-62.8051,26.7343,-81.84,3.54532e+06
94.3083,-4.7879,4.50105,34.0063,99.7482,-5.32721e+06
-97.1141,-98.5733,14.2707,-0.429717,0.569826,3.95866e+06
-74.1053,-48.6313,82.7403,-44.7724,-74.2497,857377
7.22694,-88.3816,36.0127,8.11127,4.62934,840992
5.25657,2.06283,77.0091,37.4215,50.778,-1.68042e+06
67.359,-59.0385,-36.1819,-15.2662,-27.8763,-390771
-73.4171,-66.9124,-73.7914,-52.89,-97.8371,5.39536e+06
91.2089,-26.2661,12.4401,26.8394,77.0489,-3.50999e+06
79.6629,-74.0667,68.2024,8.52834,-54.0301,-1.33825e+06
34.9827,1.83226,93.9815,65.1892,65.2065,-3.24353e+06
94.6616,-24.4194,-18.827,86.661,-79.5868,-759857
-56.4934,-28.0834,82.6561,-46.7386,-73.6168,51339.1
93.7022,66.8466,61.6165,11.4977,-16.0157,-3.44808e+06
55.7484,40.972,-46.6875,-94.5738,83.8959,-2.25338e+06
92.2644,10.5253,-13.7485,8.52968,58.7963,-2.85804e+06
-67.6567,-57.1234,-45.5374,41.1325,85.3232,-388733
42.1149,66.5784,-8.02014,-60.1153,-2.95714,-684938
38.8812,66.8257,-30.3539,28.3645,20.1673,-528028
38.3171,88.2358,57.1506,86.6305,38.07,-1.64493e+06
38.0035,-45.7185,-89.6801,39.6138,35.5843,1.96595e+06
53.48,17.1,-95.8306,-51.2725,-91.7478,4.31603e+06
6.18519,-35.5918,-62.9891,21.9643,12.2486,793101
-11.8015,85.6725,94.2897,-65.957,-98.7755,-577406
-29.8838,25.495,-71.656,-63.0847,19.9144,1.04402e+06
-64.3972,-85.7669,-16.3525,-16.8247,73.2616,500220
-50.9051,92.7417,77.012,54.4533,9.54067,-2.01646e+06
9.26125,69.79,-65.16,57.4635,-50.0239,741001
-74.8915,-64.1025,-72.3351,-12.9648,-68.0306,3.58106e+06
8.29445,-49.1848,-43.4892,-11.0644,46.7706,103169
17.0033,-0.840519,-25.9824,-0.906945,-28.3855,102221
75.0744,81.6032,-19.0574,9.38303,74.2999,-3.18182e+06
-33.0395,1.12098,36.0939,89.6234,82.2211,-1.46349e+06
-15.4765,-54.044,-47.6105,-89.9604,-73.5756,1.51536e+06
-7.91175,-29.4646,-50.9118,-60.1662,-84.1396,2.09018e+06
36.685,20.0295,-65.792,5.8362,53.3936,227148
94.8806,-65.7313,20.9163,-45.9273,39.0269,-2.28389e+06
-56.9182,52.8675,77.0929,94.7866,-32.0381,-657098
64.3227,99.9243,84.214,-38.2611,-35.8845,-3.77394e+06
-10.0655,54.64,19.1802,5.50673,22.6179,-283491
-61.5707,45.0313,-71.2673,33.9087,51.951,1.18978e+06
-56.4018,36.4948,91.6436,44.4735,41.5766,-1.95264e+06
-75.7681,-25.0693,-53.8575,-13.1213,96.0392,-891009
81.4555,-49.244,84.9754,-29.0526,17.5395,-3.16829e+06
96.2466,-26.3505,8.39051,96.9783,50.1151,-2.6535e+06
-27.0596,98.8028,-94.0631,75.3705,6.29733,1.24312e+06
-89.6041,19.6706,66.673,62.9542,22.8289,1.23386e+06
9.211,-98.4541,-6.97834,-32.3496,24.1763,1.29554e+06
68.6039,-57.6067,-12.5666,68.9287,72.8902,-1.70391e+06
-20.9271,-78.6117,89.984,-12.4862,96.3049,-4.0114e+06
77.0974,-25.5053,-32.9753,-58.3458,-7.00582,-1.2372e+06
-35.386,15.2523,88.3575,80.1851,-58.3216,-1.13693e+06
33.0777,-6.09056,-39.2546,-99.3116,-42.6616,49684.8
-74.8972,-6.45546,-17.7238,1.61076,-2.33365,1.21516e+06
-86.6002,15.8132,-36.3709,73.5035,-8.43457,2.10848e+06
76.1174,35.3334,-95.6854,88.3778,-83.2691,3.08741e+06
6.71872,64.0959,0.852317,41.0753,68.9193,-1.32194e+06
-65.4616,-94.3808,-89.3302,48.3768,-97.3051,6.76187e+06
-96.1416,72.7457,-99.5597,99.992,63.3197,4.40512e+06
79.9021,-24.4785,78.7068,-55.2956,41.3868,-3.09656e+06
-49.7181,72.7017,-23.0417,-51.5468,-67.0698,675955
39.1328,-73.8168,12.0618,-17.7562,-21.1116,414313
-60.2653,-54.7357,-88.5788,70.2403,0.717998,2.98645e+06
55.4685,47.3963,38.9523,71.5409,1.16002,-703004
-61.4302,53.4719,48.4313,-52.1309,4.08103,86760.5
22.0115,-96.6243,33.2507,89.4681,-5.64146,1.34686e+06
-3.00722,6.82973,-90.13,-67.8679,41.1326,1.85354e+06
80.0054,99.7119,-43.8948,-98.6987,-97.7932,-171604
-94.3619,-94.4021,-95.9093,-35.7482,64.3816,5.35915e+06
-48.7982,50.7123,-32.5661,-56.5195,80.4553,-1.3339e+06
-85.9432,-29.5814,-37.8565,38.5547,41.3701,1.81452e+06
-18.9188,-12.9461,8.11605,8.33044,-66.9189,881962
31.1962,-75.851,77.1385,-85.7968,46.8755,-1.24962e+06
-3.39337,7.2545,-92.5398,16.9797,62.4235,1.59326e+06
-67.6099,35.3297,31.8956,-0.805264,47.3428,410268
17.1209,84.0278,51.2427,-93.1223,-13.2947,-1.43377e+06
50.0422,64.0572,-6.44072,0.186619,-76.5624,557788
64.4647,49.2006,-72.4084,5.38511,61.0949,-507463
29.3866,8.39106,-72.5846,15.1606,38.2374,878199
8.75807,-65.0159,59.5066,-47.0132,15.0438,-250048
92.7528,46.9342,93.273,35.2816,47.4683,-5.07574e+06
10.4349,16.2563,94.26,-34.1478,-74.5372,-1.22818e+06
47.792,-24.4093,-97.304,-21.9227,46.6545,2.08819e+06
37.21,44.4667,42.172,-98.4932,-77.5162,615017
-47.806,-51.8588,-27.662,5.21863,-34.4651,686059
-46.9578,9.01751,30.1207,-33.0845,28.927,135543
22.8926,-76.1758,56.32,-29.2436,-95.0249,2.55087e+06
-35.8741,53.4872,32.5209,-57.9482,-12.7334,-223958
20.2528,-52.277,-39.086,-31.4027,28.4775,277078
-7.51173,12.9829,26.0962,-60.0735,34.606,-227858
13.0313,-77.5768,70.6662,-45.0405,-72.0894,699895
64.4937,-37.2325,-35.2559,-62.6576,76.9408,-1.97687e+06
-44.8566,95.9126,-55.1652,74.7508,52.3272,-804402
-34.8934,41.9546,91.4373,75.2219,6.90972,-2.05221e+06
40.3615,78.7913,70.9763,83.7747,-48.4813,-1.40921e+06
-87.8284,7.00548,7.41406,-53.8982,-71.6859,2.95453e+06
-14.8343,-63.4138,-48.7802,72.1662,-52.7859,1.24195e+06
-97.2697,48.3549,-8.86464,-20.8762,-59.4975,3.07123e+06
-0.696355,36.7715,-31.3747,77.4854,10.0885,154244
16.0733,7.22095,9.8245,74.9746,53.0485,-335004
-70.4603,12.1772,82.2881,78.6312,-51.587,-66148
-37.1956,-99.1855,77.3171,-42.5674,-31.7198,272928
-11.1914,81.7275,24.7999,-18.026,47.4449,-1.13203e+06
88.9519,-2.02518,-20.5302,-82.5255,43.2284,-2.38056e+06
80.7728,-33.3861,-46.2532,-22.6833,-5.55253,-1.17627e+06
73.3119,75.1843,-15.0597,29.5761,-5.10926,-1.7191e+06
-12.3233,26.0651,51.5081,88.5868,-74.2195,969528
59.4084,-21.3374,-81.0519,-38.5987,-77.7963,2.30771e+06
-86.696,-52.4031,14.7655,7.83073,75.2486,793611
-4.36251,62.4145,-4.22837,-9.56142,-6.63695,-343936
29.191,55.5641,86.8399,-30.3137,11.4532,-2.20301e+06
6.3978,-75.2006,-45.9262,-62.7053,-72.739,1.93236e+06
49.4084,0.21634,27.9961,-23.9452,94.4353,-2.8964e+06
11.2375,-72.7771,26.5752,21.9987,-53.0092,916940
70.3089,74.444,56.022,62.3833,-14.2435,-2.00765e+06
-39.5895,3.6297,-85.3149,-46.6882,59.0043,1.35682e+06
-2.33272,68.2116,-94.4739,-50.7126,50.8842,1.58815e+06
34.507,72.947,-62.4504,-3.20012,30.8629,-44432.7
-66.6897,-55.2655,24.0299,-30.094,-98.4329,3.79248e+06
-58.2259,-4.76846,-97.605,81.4825,-25.5247,3.47988e+06
22.6656,-73.4211,-89.0752,-36.5949,-78.7008,3.98105e+06
31.2512,-0.690241,64.8542,-72.4428,-26.3165,-909135
-53.9084,64.4112,-94.6465,72.4915,-20.8873,2.67864e+06
-85.1629,34.4338,-35.655,52.5909,-0.376616,1.88266e+06
-3.44996,-7.07172,36.6795,-8.54697,16.3532,-152474
-74.8602,-45.1221,1.88487,80.2016,2.24533,1.47661e+06
82.6289,97.8853,60.5858,-43.5307,24.0016,-3.64957e+06
74.9583,-30.7352,-56.8239,18.1984,-96.7628,1.9833e+06
-64.1085,51.1713,93.3035,-19.6814,74.366,-2.98667e+06
97.4289,32.9665,22.716,92.7021,-65.4231,-1.71061e+06
-65.5039,35.4292,-28.3387,-23.8889,7.3224,801229
73.8784,13.8173,-33.1894,-99.1373,92.1874,-3.61279e+06
4.93605,42.6403,48.3357,-2.57302,86.4717,-2.34035e+06
-4.75009,78.2849,48.768,-71.1995,81.3015,-2.6852e+06
-39.5016,65.4335,-48.7712,67.1681,-4.4795,208921
-59.4715,-33.3342,7.28997,-38.296,65.2087,-184011
84.3155,30.241,-15.7692,39.0884,67.4844,-2.64518e+06
6.10974,12.5988,71.1547,-73.5842,32.0779,-1.23024e+06
37.8661,-50.0588,-4.55407,57.2759,-75.9178,1.33609e+06
-25.2086,71.6932,64.8335,-72.9466,-69.9255,-367435
-22.6061,2.43302,61.676,84.6975,-51.1116,-78094.7
24.5161,-39.395,-86.3808,-17.1275,-86.9795,3.82228e+06
-0.135702,-92.2989,-50.0099,29.9427,34.0532,1.36762e+06
-27.8186,67.7431,-38.7629,-23.9114,9.2009,-213388
62.1426,1.03206,-35.4642,16.8005,78.4529,-1.98567e+06
-30.7709,-4.54886,-18.4021,5.46621,93.364,-2.29897e+06
98.7206,-37.563,-26.0549,18.0943,-70.4659,-1.63357e+06
17.3468,-83.2673,70.9218,88.0186,10.5196,-26150.6
58.7383,-3.39282,-73.5509,53.018,92.1665,-1.68494e+06
-15.3752,25.0936,57.3107,-19.8602,-79.374,889837
54.3735,-39.563,64.1917,53.2903,-86.3043,767193
73.7842,73.9932,52.9126,-38.8823,-31.6789,-2.07738e+06
-9.62121,9.51487,-20.6571,-58.8298,-62.2989,673207
-29.1794,-22.5722,-24.418,-84.0036,-42.2277,197779
35.1561,43.6938,-55.6338,22.9042,-50.898,642176
-68.414,96.6468,80.9432,18.9336,-87.5118,49560.4
-52.0872,-24.9272,-46.7545,86.8002,99.78,-2.01311e+06
-81.7871,-19.8404,-63.4993,-21.9561,-27.9768,2.38144e+06
93.3793,49.1702,73.6395,-77.8941,0.660604,-3.77128e+06
54.774,-65.5836,-93.8483,94.3657,84.5952,791223
16.3466,-55.9526,16.4422,-75.1363,-88.8514,2.14131e+06
-37.7505,0.178348,-13.9874,-53.6083,90.2596,-2.04485e+06
-45.553,72.6146,-77.5563,21.7892,27.0174,1.03337e+06
6.08869,83.6538,17.5113,70.5244,-25.4916,-695174
-72.0476,67.7913,25.4193,-86.5035,-58.5688,993820
91.7604,-52.5782,-42.125,60.1344,-99.5621,1.11618e+06
-81.2849,12.0055,-86.23,47.3269,-25.5902,3.4819e+06
-52.4844,-56.4928,19.1393,-51.6316,-80.2539,2.10287e+06
7.81237,-96.8187,81.1065,-28.3391,97.4009,-2.97728e+06
70.7704,18.4274,51.3912,49.202,-7.99294,-1.3791e+06
-32.054,-53.3134,91.9424,-20.7139,-77.8797,-563159
59.0612,79.3048,-1.07295,28.4385,-50.2842,-930657
-8.76762,35.4416,-39.8721,-55.5637,-44.2032,331321
51.4601,-45.6591,88.0554,61.2734,75.0496,-3.39739e+06
-37.7788,-25.7504,-58.0685,-31.9944,42.8908,508742
55.0208,-37.8678,76.0711,63.1196,-15.4646,-1.57887e+06
51.1953,21.2435,35.0218,27.3313,-50.1595,-154973
-51.8656,-62.2706,-71.7816,-1.48764,-59.722,2.43042e+06
-30.4973,33.6479,-85.2913,-38.3618,-15.4284,1.8359e+06
-98.4267,-64.6527,10.0528,-11.5128,-47.3467,3.40356e+06
-27.0526,-96.7562,50.7801,-70.2833,-26.6955,930791
-14.6393,81.6361,16.691,-96.8246,-65.2756,-203582
-71.4223,-49.543,-41.9795,-65.449,85.7777,-502791
-42.7046,-7.42509,-71.229,-40.1487,78.9224,-187951
81.0489,73.6627,-56.7052,-1.48074,-63.6895,-823859
17.0254,23.7321,-65.5251,98.9453,81.8277,-548515
31.0389,51.669,-42.9345,-26.0815,24.9872,-100307
-92.1449,-2.3761,28.4763,12.6575,76.2483,858452
-54.4003,-60.9955,53.4219,-26.8883,47.5509,19504.6
-49.0241,32.3592,15.9962,8.89516,-24.1831,315373
73.3642,-1.14598,57.5933,20.9148,-74.0942,-508991
-57.1627,17.7585,-46.5417,17.5807,-68.4429,1.74394e+06
-39.9619,57.9439,67.585,-87.3946,-84.9557,624791
8.71606,27.432,-39.6159,42.1106,-60.5333,811855
82.5409,47.4803,-99.3407,0.678363,95.5534,-1.48474e+06
-83.3923,59.1835,-91.5165,-23.8622,-74.2889,4.77487e+06
69.0276,-65.7043,-78.6313,-32.86,-25.3374,910908
-40.6111,6.5037,-30.6566,-22.3733,-31.8362,364242
93.2242,50.6535,-92.5334,59.377,-98.0756,2.58246e+06
69.8308,-59.2104,-15.1231,7.26166,53.0988,-1.12355e+06
-25.1704,-56.3683,88.0156,-32.019,-12.2706,-1.65873e+06
-46.655,38.2776,67.5725,-27.832,85.6132,-2.52988e+06
-52.8652,-65.5797,-29.6687,-56.5042,-17.6437,868041
-72.8339,-2.17179,1.32992,42.2593,32.3355,1.02344e+06
-59.0532,64.2386,41.0326,-16.5925,90.5372,-2.176e+06
-48.269,51.2288,66.508,26.1792,52.3834,-1.13316e+06
49.0459,-64.4997,-18.3402,9.20463,11.6762,51344.7
-38.5021,-17.5124,42.6755,-0.423731,66.2213,-911320
89.8805,-15.8748,17.1297,58.5277,15.4467,-2.04991e+06
17.8789,-4.27639,-6.88286,38.3377,-6.86235,3179.95
-5.7783,60.7272,-56.2981,-37.9631,1.69899,194296
4.69689,60.6447,-81.9492,67.2105,63.0329,639122
14.4993,81.0385,82.4636,41.1651,-47.0907,-2.04966e+06
-91.3217,-42.8077,24.9412,-42.9557,-82.9483,3.86755e+06
-79.4917,-1.37194,3.27292,23.3906,-60.3741,2.0683e+06
-7.32757,67.1337,-96.4414,-63.4441,-13.0364,2.1338e+06
-87.8237,-95.5998,62.2482,-72.9614,-34.9768,2.50406e+06
71.6395,-73.5208,-34.678,84.8868,16.9883,-212649
25.0051,60.778,-45.5925,-25.9641,-13.3053,-82221.6
-70.2237,-76.625,-11.0648,95.7067,4.70022,1.87892e+06
66.4468,57.4638,-56.3174,52.2561,12.3809,-553556
-34.6172,-3.00477,32.207,-21.9953,83.6236,-1.70546e+06
71.1857,-1.08175,-61.4393,-0.989571,90.6393,-2.55701e+06
37.7761,70.124,-24.0079,10.4973,-39.577,-427224
-59.9305,-59.6041,80.71,96.5773,93.6216,-2.75409e+06
35.5101,41.3614,87.2057,32.6282,-26.6601,-2.06638e+06
-44.7737,-51.0212,-68.5643,-42.4256,-31.3551,1.45557e+06
32.0236,-61.2807,-60.0965,-23.0066,-2.16439,863315
10.0067,-70.2629,-53.8509,-95.4173,2.91555,727800
-15.3519,-78.5486,-40.7485,-37.8704,-76.984,2.19499e+06
-23.2382,82.9691,52.2616,-54.7508,-92.6194,1.0732e+06
45.1284,-48.07,-70.2472,-4.0829,-94.2414,3.32097e+06
-28.7134,61.3795,58.9832,-5.12657,49.1688,-1.20058e+06
-74.5286,7.17675,79.742,30.0227,41.2088,-472243
-87.429,44.9417,15.2009,-43.8702,-40.478,1.93787e+06
64.826,-44.0547,47.6507,0.138708,37.1836,-1.12695e+06
-22.0387,-67.3542,-41.1705,-64.231,45.5223,321801
-32.8358,-91.0408,74.8929,-62.3416,30.0535,-176690
72.6012,-18.47,-85.4702,-85.1325,30.697,489770
-45.6264,18.2292,-20.0876,-2.93975,17.1102,270071
-15.3861,96.5943,-29.7263,-18.1348,-35.9213,-1.0588e+06
-22.1745,-50.5471,63.1538,23.4317,-5.8445,-501515
-87.8469,72.5069,97.937,-8.09342,28.3297,-1.36984e+06
-79.5402,-46.7856,-78.5951,45.7713,-52.3029,3.4379e+06
26.3222,19.9287,95.3423,-28.7173,-72.8953,-1.44063e+06
15.5616,3.87127,-58.654,-33.5299,-70.8186,1.59406e+06
-52.3417,-81.0211,-8.77036,19.8677,-96.6588,3.7703e+06
44.1227,7.66273,-59.4955,-57.608,-51.7881,720513
-95.6448,-47.2519,35.232,68.5828,90.1124,459497
-72.4796,-39.6079,65.5151,-2.6066,33.4931,256709
16.9366,93.4404,-43.6948,-45.3116,-72.1211,133009
96.464,-74.9083,19.6247,-60.2639,41.6868,-2.28055e+06
-95.9794,78.6565,3.08068,-94.4426,40.1709,1.42975e+06
-76.697,3.72632,-88.7321,-63.1349,1.24489,3.26609e+06
10.1374,88.2076,70.6989,27.1315,39.0399,-2.15775e+06
-44.2018,-17.2952,5.31,42.4877,-30.9036,359536
71.3384,24.9857,-65.6821,-66.2583,71.4964,-1.39046e+06
-25.9823,85.1041,5.4425,94.4219,0.923176,-581186
-64.1635,-74.3461,3.58729,63.4015,33.1365,1.29886e+06
6.64822,85.4385,-65.2421,93.4243,-23.224,199468
4.79552,96.024,-11.0987,-22.2558,-70.4415,-248021
0.886443,40.4944,27.2974,46.0922,-22.0592,-91177.4
53.426,84.9704,-66.3563,-5.59291,37.4015,-611244
60.5538,-87.0736,74.0104,66.139,88.2412,-2.81052e+06
-88.1031,-67.0781,97.2596,-73.1624,-82.2711,1.247e+06
-32.4221,-60.8015,-83.3607,53.1391,41.9837,1.93039e+06
-3.51052,-54.2651,36.6427,86.52,45.2868,-2233.92
-7.60877,32.3908,57.4242,-65.5819,43.8907,-907437
-30.5711,82.5155,77.9227,36.6297,78.2519,-3.47058e+06
-3.27795,-0.433937,-73.789,-36.7909,11.8466,1.15921e+06
3.35718,7.3888,62.9368,94.0181,50.6462,-858511
70.4303,43.6495,58.2463,31.4794,57.3231,-2.23796e+06
71.0214,27.5403,-45.1764,-84.5429,85.4638,-2.78334e+06
-81.8519,66.4965,-88.1001,-36.0072,10.0047,3.13056e+06
-20.6148,-74.8949,10.2693,-79.522,-14.4206,498834
-87.4224,-43.4355,-12.137,11.7303,12.828,2.02148e+06
-7.73074,50.1593,19.3392,73.033,-84.9009,1.68113e+06
2.87073,9.46375,-71.0464,99.649,75.4016,65813.1
62.3959,-87.8825,48.1867,-50.7473,-20.57,-67400.2
8.335,-1.9817,-21.5605,-18.9475,-12.0421,31832.5
-91.3379,85.5708,-92.9939,58.2498,-27.2204,3.75001e+06
71.4341,95.3227,1.34788,-81.8636,-0.516969,-2.41364e+06
-29.4079,74.7258,-88.2512,-35.8535,-56.7636,2.00118e+06
-78.1332,-72.8389,-2.70743,3.76773,-22.4593,1.93704e+06
-58.8038,-72.0701,-23.7798,-80.7137,52.1686,595285
-82.5119,99.032,-90.6912,61.8339,-18.0161,2.4907e+06
-22.6551,-16.2855,-38.8582,97.4061,32.7989,372783
68.1586,-28.1792,20.0704,61.0597,-92.9062,1.47853e+06
-91.3079,-79.6215,32.538,-26.51,23.0586,2.74662e+06
79.2686,-80.5738,-5.72632,-92.2987,-71.3498,152341
-21.3157,-40.4886,-63.2602,-41.2118,45.272,570051
79.955,-89.9036,69.0541,-90.39,17.9572,-1.58986e+06
45.2954,96.8334,-10.0242,80.4973,96.1522,-4.02086e+06
-54.8947,-98.3473,-47.3436,63.7218,-41.9131,2.41248e+06
78.8834,-79.36,-16.0487,-20.9723,72.9492,-1.84673e+06
66.6304,48.2321,83.2838,53.0335,-6.90819,-2.62086e+06
67.2848,39.4597,24.8936,31.4824,-96.7663,1.61724e+06
-82.7674,-66.8348,17.1775,2.33296,31.9074,1.92677e+06
-36.069,13.3547,19.7108,-49.7002,-97.7801,2.77914e+06
45.8258,8.71845,84.4346,62.6517,-52.133,-1.52473e+06
-4.02864,26.0702,81.6171,83.7623,58.6914,-2.01067e+06
38.0567,58.445,-64.1022,-11.4177,-1.5033,328585
45.8529,4.63501,40.7464,-72.4102,-24.9341,-519645
-47.2353,-41.9951,-25.6961,56.9254,-64.0669,1.26526e+06
-45.1996,-35.9495,-32.3624,-6.05746,-59.7374,1.03956e+06
3.20595,-35.4443,73.0907,-70.5176,-32.0983,-1.04605e+06
-88.3133,-5.67069,-71.8108,2.68805,40.4054,2.85207e+06
49.1201,-13.9801,-9.93411,-12.9274,84.8884,-2.14205e+06
36.8844,-12.8325,-12.8621,52.0303,12.3774,-98826.9
85.9069,43.1485,-97.8168,-0.586067,4.36066,790189
16.2502,33.9263,-55.7307,3.17936,4.08117,439694
-90.0316,-95.5957,-99.2914,-74.7157,85.4999,4.22395e+06
-21.7768,-77.3707,-99.8534,-15.3786,-0.828704,3.58608e+06
29.701,-54.5697,-64.5344,37.9897,70.5747,-82572.4
-75.2155,-6.2854,-54.5747,89.96,-37.5234,2.05228e+06
45.4155,82.6296,35.3232,8.78633,-25.5674,-1.14809e+06
98.3712,8.16012,82.1503,92.7841,-37.5077,-3.94739e+06
4.48025,-63.9075,-54.3059,-43.2245,-87.9395,2.78097e+06
31.1887,-92.8675,-26.0132,-31.2232,8.72584,1.08615e+06
78.5155,49.2756,-88.1357,72.5304,58.6532,-51543.7
-37.8422,19.215,-33.8999,25.2078,-8.1927,265811
-70.2571,62.7139,-82.5597,-21.5937,41.9882,2.05961e+06
0.471879,93.8442,-25.6501,51.2799,86.4544,-2.98739e+06
8.95672,71.4094,20.8044,3.28659,-26.8367,-489363
