a,b,c,d,e,Y
84.3906,47.2152,-8.42061,63.9409,94.0461,-273.489
47.039,-95.4295,-40.8437,-32.1748,-72.4997,292.32
89.9251,97.2098,22.7768,93.2553,16.0488,-420.303
-38.5247,29.8928,55.7619,-13.5973,23.4912,-117.408
-14.3827,-26.4638,86.7074,44.5978,-75.6084,-167.434
-77.794,93.5736,-25.5125,-59.4823,-58.5864,111.118
-67.6999,85.1734,-14.4621,-44.0857,-81.2205,78.8413
-60.9121,-42.4666,78.1795,-39.5694,-91.0121,68.217
23.0067,-93.4061,-22.5703,-97.0016,20.5127,337.441
70.6566,-43.9969,-42.7456,75.8019,-34.5521,-17.8306
86.328,26.2526,23.7107,-50.6265,29.372,-53.0347
-16.6451,59.2783,55.0774,40.7164,39.5414,-282.91
37.556,78.1204,-45.0762,-0.0758214,-79.8157,4.3134
54.6745,4.79837,-51.1835,-51.1894,73.3931,119.774
85.7317,7.11014,-59.4793,92.6234,27.0781,-132.795
-1.38501,63.7109,-51.212,31.1024,-24.4712,-32.0753
-23.6838,-36.3399,35.7018,21.3375,54.8821,-77.3903
-89.838,99.3031,96.3776,-18.0486,-17.9564,-234.169
-88.7445,-84.8598,-54.1549,-4.80223,8.30643,283.169
65.6454,98.0747,89.1713,-15.2962,-60.4943,-288.228
0.864027,-30.7814,-39.6732,13.6134,45.1084,70.5247
59.0468,4.11868,73.7295,62.7402,55.9551,-336.978
-44.5497,98.6806,-22.322,-52.8994,14.0989,24.2958
38.109,33.9291,12.5272,-74.9273,24.6277,35.0849
2.3756,-52.5195,70.7702,41.957,-97.5374,-91.0846
75.1151,-88.1543,-48.7613,29.7007,-51.1603,151.328
98.3403,-94.3347,-5.52377,89.5751,71.2107,-123.44
-22.5529,-59.5197,2.84657,-28.0484,95.3767,90.8697
74.0868,60.8232,-85.842,98.5239,-51.2641,-115.949
3.27855,42.026,82.8393,-43.1078,-61.7242,-107.051
72.1101,63.0308,-23.4277,54.8716,89.2518,-238.927
36.2668,-82.7233,-78.6443,-61.0418,82.841,321.629
-93.7258,-77.4315,-68.6435,-99.4243,-8.24431,494.369
7.1435,2.43306,21.1543,88.0193,-76.1603,-173.084
-84.9782,-77.8501,-50.5571,73.6192,68.2178,79.976
88.0821,83.3972,-52.5294,10.9654,-58.5141,-50.6164
32.5367,-45.8178,-98.2582,19.4162,-46.6593,231.267
85.24,62.3092,4.53135,-33.1878,-23.4292,-68.2496
62.0464,10.6308,90.8177,-17.8623,-20.8923,-183.897
-50.8074,-23.1121,78.2919,-60.3608,91.0497,-29.7505
-71.1324,-90.1,13.2298,-16.7021,-68.0237,213.261
-63.7536,52.8937,-65.8863,0.921918,-26.6519,106.922
36.4575,63.4495,42.4824,66.8088,-48.6226,-293.558
85.4247,96.7156,96.0045,-4.21292,19.6358,-378.286
28.7899,38.1158,-49.7244,-6.95149,46.6624,15.6264
10.3642,69.7121,-72.4767,-21.0121,-4.42728,82.8755
18.8466,-34.5377,69.6285,28.3479,20.4174,-165.253
24.6066,38.1578,-42.0847,67.6539,92.8444,-166.043
33.5281,-30.1525,2.84877,77.2273,-30.8492,-111.326
-30.0027,-30.2013,-53.7513,57.3802,-90.6092,109.579
14.8932,62.145,-86.535,78.5944,33.3323,-92.918
-27.8432,-46.3586,-90.7254,13.7973,43.8661,210.58
-87.6094,95.2857,-61.3931,-15.6378,9.29635,62.9148
-16.8136,71.9938,-6.28336,49.556,-23.9828,-159.515
-47.2913,14.3247,-49.0121,-14.1657,68.6843,92.5688
-81.2816,-20.5245,56.3177,50.1215,-61.4642,-95.8018
-18.72,30.7241,-14.8187,-85.4427,23.5159,147.155
2.4467,78.3469,-63.1154,27.9991,51.226,-68.7636
24.0009,49.1445,36.4576,83.8825,44.9381,-340.49
-39.0436,-12.0572,0.260876,-45.3308,58.132,92.849
38.5994,-95.6954,-70.3322,16.1663,-87.5216,272.367
85.3615,-72.0826,92.7772,72.9412,-19.0864,-258.849
64.8164,31.5323,-47.4414,40.0799,78.3886,-108.233
-88.3149,-0.892136,4.81527,7.91974,2.68762,26.4764
-42.1963,-21.8332,34.348,-5.3526,-3.03077,-0.414499
46.1136,-60.3812,-58.7532,-4.50766,8.01197,179.997
29.3096,72.1336,-13.7155,11.0887,-52.8394,-81.4787
-41.048,74.9015,-2.48773,-94.4067,-96.2068,158.92
-94.3962,-75.0527,1.25249,7.30909,29.7491,127.283
-11.515,-39.747,-28.3974,-90.3563,5.42659,289.087
73.883,-10.8726,72.4112,-27.2048,-58.3964,-84.5305
4.98007,36.5302,-91.5751,-43.0323,-35.1276,230.264
46.1428,90.4731,-36.8314,-44.5657,-95.3757,59.4438
8.57795,-1.92142,92.1867,-57.089,31.1342,-93.177
34.0866,10.7392,96.1682,66.8767,76.6483,-396.252
57.0661,-95.7664,73.7265,21.5217,-76.3712,-40.4585
88.4782,45.749,-64.188,-12.8095,27.0954,21.6952
-94.5712,48.5249,6.20505,-59.2316,88.4268,36.6457
48.8816,-73.4464,-7.13126,-10.9072,8.11427,106.606
-13.0923,-12.7038,30.5983,-26.8954,20.4871,5.08821
3.86399,-67.506,-71.9733,-55.2438,88.8488,291.017
0.454945,95.8708,70.5725,-43.3228,35.2526,-212.206
-85.1427,-8.84408,-0.909318,-50.1841,27.0821,144.144
90.4223,-56.7463,66.631,-87.0653,-40.1724,85.9508
25.1756,-0.0216175,8.10725,-60.9393,-64.2028,123.363
95.3624,58.2224,81.8179,-44.5442,74.9548,-256.285
26.3317,76.1235,81.6968,53.5616,-67.3348,-347.392
-45.3787,-41.085,-95.8161,-49.8663,-50.3031,398.775
80.3696,46.355,69.8081,-13.263,95.9873,-278.883
-47.5006,29.6743,10.5,72.2619,-80.4156,-126.507
-87.5563,16.1658,-16.795,1.86914,70.9554,17.2704
-2.25231,-60.6935,-69.3518,-38.4909,85.0237,249.936
46.2157,-82.6944,50.632,-29.2928,42.9568,21.7382
26.2549,23.2683,-8.9972,-56.4066,13.4369,70.6764
67.4336,-5.77832,25.2104,-24.8324,-88.4489,18.2947
-57.7449,-92.4144,-64.5625,4.82887,10.8643,276.831
15.1513,62.1792,-33.0428,-77.5915,74.0584,75.5534
96.7187,-69.6588,14.4155,96.5839,-12.0978,-162.494
-39.3659,-43.3969,-39.4912,-54.785,82.9051,219.925
52.0563,-59.7748,84.1708,51.5583,-24.976,-195.842
82.4312,-37.995,58.763,-10.6125,20.9893,-101.275
43.424,96.9192,-42.8979,-59.5996,-70.2688,78.2506
4.28406,24.4187,24.0129,-13.8532,-97.2621,-1.59189
28.4283,-82.249,59.8121,61.522,55.1005,-167.182
-91.9424,90.7402,-9.47547,1.5305,44.9712,-84.371
-51.95,-85.6771,-98.0281,-49.5399,64.3292,403.509
33.0249,71.4279,-42.8201,-1.68238,-57.1805,1.97236
-34.4886,13.0031,73.8343,36.644,-74.2585,-171.622
9.86033,-87.4668,-23.7683,-89.7703,-65.7103,374.592
-96.1159,-94.6584,94.0978,55.0239,-29.8386,-85.1459
2.96943,96.2758,7.87478,-13.2251,-76.3123,-83.3796
-4.43229,19.9439,20.8418,-82.8899,13.0767,84.5437
47.314,-50.8878,-34.3284,-53.7666,-26.4153,231.221
-64.3692,64.9614,29.6723,33.7717,77.8412,-221.85
-51.1701,21.5059,71.9151,-79.8983,29.2674,-7.12802
-57.4156,-86.5887,-73.4862,31.8774,-47.7661,268.098
-44.6837,-43.4888,-43.2149,-40.2595,50.9037,221.106
87.1871,9.85999,-51.4247,-2.337,-27.4498,59.0083
79.2545,-59.4635,85.7786,41.0736,-54.7807,-177.983
13.4577,18.3442,-72.3585,27.464,-50.5649,87.2312
-76.9123,45.2412,48.2498,-73.1216,63.5558,-11.481
-30.6847,47.056,-1.99184,6.17821,-8.26984,-51.1095
-10.406,-12.8183,17.1475,54.3371,-80.3128,-66.8915
10.4702,58.8257,-60.7148,99.0817,-75.6633,-113.55
-20.7914,-6.97406,51.913,-26.1693,-80.7104,15.7566
99.4309,-3.64378,8.28337,-70.0892,-12.8274,73.5403
-12.1887,12.8857,-57.6053,-77.4993,-27.3477,267.414
90.894,47.1609,31.9283,-67.6784,-42.394,-27.7692
27.6218,50.0247,45.0999,34.1529,-49.7582,-211.767
53.8523,-10.4187,-91.7757,39.7475,-76.2131,134.386
58.256,-86.7501,37.5706,87.3095,65.1711,-188.825
66.5503,68.1158,-67.5387,29.4093,-21.3964,-43.4148
88.4538,99.2902,-48.1206,-39.1484,-68.3935,19.3209
-83.2112,41.2223,-82.6764,61.3127,-97.6118,93.2488
-84.0383,67.3429,-91.4957,-83.7938,-70.6149,335.858
-47.613,-90.9758,-17.1808,36.2781,-40.2409,144.276
80.8665,-60.0913,93.3575,59.4514,65.526,-297.074
-4.39381,-81.0841,-60.1072,-66.3644,83.4963,315.663
55.9984,43.3525,93.7366,2.90891,82.4096,-331.209
-23.4408,-19.0435,-72.3319,85.5924,55.615,-10.7135
28.8394,7.72319,-87.8528,42.4411,-15.8679,75.6471
42.2851,26.1114,72.5144,-60.9286,-13.0248,-80.402
66.1766,9.98535,-16.0938,16.2181,87.5179,-100.486
-21.8633,41.1756,-40.4636,-14.8802,-77.613,108.356
39.0883,-9.63031,-65.173,64.0351,34.8775,-21.0356
-14.6394,84.6954,77.6343,29.6279,68.2786,-359.952
-66.3259,-75.5334,-32.4602,29.1719,-70.7956,194.611
41.7949,-72.8675,-5.48827,14.8524,56.5082,29.699
-99.6893,-42.7809,-54.0299,29.5587,-9.88975,174.699
-54.4538,-47.9358,5.92503,1.85976,-5.95368,87.7148
-11.3473,54.3061,-29.0976,-93.8374,-81.114,213.967
61.7481,-16.9054,-79.9844,-69.4282,-69.943,320.4
33.5367,65.4621,79.5352,62.1659,-79.4306,-341.693
15.6166,83.4803,10.3343,-84.7839,97.5108,-40.5004
4.06255,60.5798,73.6507,-36.5567,-27.5455,-147.534
-49.9539,4.86656,95.5965,28.978,48.088,-249.916
-32.642,-46.8301,-39.5337,52.1958,96.688,8.909
36.3237,-94.2915,-9.71376,-83.4111,29.502,274.459
76.0467,1.21403,-67.5451,2.6152,64.3801,47.4903
-58.7906,75.5188,-47.7624,-76.4877,-96.8021,224.165
91.3857,0.858272,-69.5371,-71.0834,91.1561,168.461
-21.9709,71.9931,72.1258,59.2452,51.5111,-373.824
-72.0716,-27.4471,-89.0806,-12.1746,-17.1898,290.581
6.69794,85.6954,0.313122,84.0384,69.0936,-324.565
-91.0293,39.3537,-22.9163,-97.9538,47.9642,202.4
-0.466623,52.0932,84.8792,72.4317,66.9237,-417.391
30.5755,92.8319,15.3504,40.6157,-79.1166,-210.343
66.6821,45.3748,19.1288,-22.0475,-77.9965,-52.6623
-2.42684,-97.5384,95.8038,-65.6899,-95.3997,129.746
87.5887,-61.28,-38.1052,57.046,-6.44234,7.31617
23.0019,-42.2335,-85.4752,-54.5307,2.04309,319.557
37.3982,17.7397,-84.6692,-99.849,87.0584,262.89
69.8218,-9.48627,-18.0911,26.6432,-82.0972,6.14877
-34.0411,-92.4175,-17.1612,89.7216,88.4834,-37.2867
29.0112,-32.5173,-55.8004,10.959,61.8327,84.2913
-97.7592,16.0932,38.5237,-92.1933,6.14548,130.18
68.751,98.912,-8.89467,96.706,59.6545,-379.315
-28.9574,-35.0029,-71.7425,84.5845,-0.634761,47.9498
3.08476,-61.1249,46.9793,3.91814,-85.1949,33.3599
49.5871,-67.9718,-21.0526,-92.4649,85.9808,237.132
12.3865,-21.6812,1.90011,-82.6058,45.1128,152.268
-40.0802,-96.5258,-45.0087,96.078,65.4628,28.2643
-26.8144,-92.1951,89.0834,28.7558,98.4002,-141.789
-66.0045,57.0504,-42.1121,35.5634,45.5061,-52.2703
18.9475,78.9402,61.3928,15.9191,10.9884,-279.897
-74.6126,45.6261,7.734,-96.4156,83.485,100.053
-44.9736,11.1073,55.5582,21.639,83.2528,-188.309
-20.0945,58.091,34.3202,17.5053,-10.1046,-165.336
-86.2369,-23.1801,-67.0303,-38.5523,-42.0564,313.552
27.9357,23.9067,54.065,61.7344,-96.0262,-219.02
-20.9538,85.3632,26.8739,93.4229,-4.02471,-336.921
31.3097,-19.5394,-56.9133,12.6748,33.037,80.1033
36.5085,-68.5749,-35.8459,-27.272,7.70596,195.254
-96.3181,-89.1508,-88.1417,-18.1085,-58.38,424.586
61.8995,-15.7075,19.4408,-8.28338,86.2491,-84.7818
84.9762,41.5561,77.3318,45.3692,2.75192,-348.157
-83.8013,-58.1957,83.5554,-33.5085,86.724,-20.5507
68.4655,30.0192,64.7046,44.1848,-93.9353,-239.7
22.5776,-7.96029,2.72438,3.72768,-82.7001,33.9011
96.0106,87.571,-75.614,34.7267,13.1046,-101.661
60.6673,34.8849,52.9776,-77.5402,29.8846,-57.4587
-49.9001,65.756,84.1138,-15.6211,-18.1309,-189.979
44.0366,-96.8012,-91.9782,-49.1645,10.3989,382.316
-98.4859,18.1475,3.9491,94.3458,-73.1027,-114.345
51.1516,33.779,-82.62,78.6293,-47.5345,-35.2042
35.2916,-25.7598,-37.3925,20.3214,5.91473,48.8233
-82.1634,26.0373,-33.6796,86.2619,-4.92895,-83.8456
-12.1356,-44.3748,-2.54978,48.4076,-71.4371,23.9049
-14.5255,-66.0873,91.2465,62.1509,-84.2719,-149.008
11.021,92.2604,-91.8113,91.2218,-92.2973,-74.8125
18.0531,94.2925,-87.3951,99.8286,-26.9576,-144.343
-16.2283,18.7619,-88.1746,-76.7235,12.9466,297.502
52.6951,-66.188,-57.1599,-57.302,-55.8213,318.595
92.5434,23.6762,29.3333,-82.5655,-17.638,23.7806
7.06914,54.4346,20.6563,-99.9108,50.5123,40.7014
-58.0128,62.4801,45.6214,-93.7961,81.7366,-12.3838
-96.9335,-82.5759,-85.9517,33.6566,60.2609,244.534
-43.2531,99.2009,-95.6611,4.3248,-39.7268,89.9015
-42.8652,-49.8087,33.7249,-37.8601,40.6102,77.6966
-53.8956,-92.3233,-36.7465,81.9443,85.9264,29.1256
-64.9009,-21.2615,91.8476,-47.7945,11.0566,-29.3032
-65.6955,-99.6832,12.6167,21.0557,9.92855,108.137
56.498,28.0681,61.7329,50.2627,-17.0621,-279.841
53.367,18.4026,-43.873,-65.574,16.9761,146.623
-86.9724,-64.7825,82.6765,-48.5248,-5.4417,73.779
51.0429,48.6922,-22.1708,-17.3987,12.6947,-27.301
11.4118,36.7716,39.1021,67.6825,71.8891,-305.586
-73.568,-32.9811,-94.2861,-10.085,65.3483,258.282
-86.1736,-31.6903,20.1123,-37.5382,-9.64459,132.174
-60.6731,5.83888,-62.3264,-74.3705,-81.116,339.375
58.0866,68.4259,33.6488,22.6048,6.19963,-242.514
-38.3211,11.4421,96.6671,93.3023,-89.5897,-311.86
18.4365,30.7525,-15.4414,34.296,54.8492,-119.461
-53.8583,52.7439,41.3943,93.2056,-22.1585,-290.029
94.9606,-65.8392,51.7024,-27.3122,85.8159,-60.4654
-50.8023,46.8242,-40.0191,-6.8708,25.2087,41.9017
96.1936,35.8088,-87.8401,-92.3278,-78.1914,290.305
-1.89986,49.623,-5.60081,-95.7878,85.1153,77.0116
13.4528,97.4946,-2.91931,31.2399,92.3255,-251.212
-19.9586,74.436,-52.2486,-41.6545,-78.8646,135.547
11.7004,19.6871,51.1325,65.6463,18.6209,-271.104
67.3859,63.5171,19.9552,-67.9696,50.5832,-66.3287
98.3289,-53.1334,-94.3129,91.3021,-49.8374,60.63
-11.6611,46.0524,-18.8801,-66.2262,45.7764,80.1073
3.17527,-29.5493,-11.0991,87.879,-50.9984,-75.8817
90.631,37.9012,63.2687,50.9531,-39.1203,-305.017
-49.0653,67.4567,-61.8418,-11.507,42.8417,53.8317
12.4284,2.29337,99.62,63.5551,53.6678,-359.251
27.6662,55.7956,-46.6671,-19.6959,-54.1986,67.3965
-3.04001,42.5655,30.6985,-26.112,-15.5141,-59.6925
-62.2872,-18.6725,0.874254,81.0445,-90.2859,-41.8516
-73.361,79.3391,-54.7568,-61.8681,-32.8359,176.449
56.2063,-71.8604,-15.224,13.0531,-17.7629,85.3157
73.0712,-25.2998,6.65859,84.5955,56.6559,-212.623
2.08755,-34.4335,-10.5347,-93.6035,-76.3684,291.432
12.9298,-28.7553,4.25288,-56.4922,20.2096,121.697
-39.2595,14.7988,48.4405,-59.8066,-12.6502,27.7303
-98.0833,1.48779,98.8863,-99.1795,9.79784,42.4858
9.82664,69.8774,-31.5347,10.4213,-17.4441,-50.7867
-91.2063,82.2929,-40.6219,65.8736,-92.1478,-55.3342
-88.4957,99.8458,17.8941,-54.9718,-83.3974,27.9305
80.82,35.6377,-44.2707,-30.5485,32.3639,31.6844
-81.848,59.2609,28.0558,-7.77721,88.5811,-127.429
-15.634,56.7967,0.968762,-93.4705,-44.4914,131.594
-55.4916,-67.8218,-44.9997,-15.9584,-57.0582,280.653
53.0046,-88.0176,-62.2768,31.5357,-65.0627,195.092
-2.25959,-33.0902,3.51597,35.3003,7.54257,-29.951
-86.1951,-95.5393,26.3147,3.22506,-93.5504,180.218
-38.2335,-70.4167,-6.19549,98.328,83.002,-100.945
-3.70059,66.9049,69.425,83.3916,54.1168,-419.354
41.2221,78.0216,27.6962,-6.3562,45.9718,-202.081
-80.6596,54.775,78.2109,-84.847,90.5183,-75.2726
-32.7367,-70.6449,-44.7142,-48.1604,69.436,259.985
-70.1598,-76.6263,-50.9807,20.9686,-19.9115,221.582
-31.3776,53.7469,88.5937,-45.2415,79.7467,-192.11
99.3018,0.405612,66.9043,-25.1638,94.9756,-195.886
77.8722,-93.8017,-25.9003,-53.2717,40.0535,218.462
62.7592,63.3582,-6.14831,-8.66805,13.6082,-103.673
15.5561,10.7427,-89.6212,-96.3898,17.3823,328.438
-6.46969,39.7729,-77.2198,-43.3943,38.5701,162.246
78.4564,-45.3703,26.3826,-8.74134,81.1323,-62.4075
71.2927,24.4065,-7.4091,-11.2819,74.5826,-81.0854
89.0544,-73.6562,-94.7475,56.8426,81.3717,86.3371
78.5512,34.3254,-79.0936,3.59902,-68.3338,96.4345
31.4802,39.5559,-53.793,-64.6674,85.0353,108.289
14.1863,95.2266,50.286,65.7072,78.8776,-412.037
90.9558,66.052,-2.03422,-15.9137,73.2624,-152.166
36.8707,49.1065,95.8818,-31.6151,-47.6418,-192.184
86.9927,-33.1625,-67.9106,-27.9065,22.412,172.723
-88.8988,27.5099,3.53039,3.37934,80.2661,-46.4892
88.8749,11.3607,-63.6615,9.83951,37.7301,19.6008
89.6709,16.16,1.68777,-13.8427,42.0852,-74.5308
-61.0907,12.8963,42.6092,56.6328,51.6883,-204.605
72.164,-94.3605,-25.2256,62.1832,-78.8544,68.9687
9.08687,-74.6499,-17.7031,33.1143,46.8903,45.8621
-35.4579,22.9866,39.255,-48.2857,87.4836,-47.1527
86.5564,33.1087,-51.6062,3.36157,-80.3393,46.3735
38.9096,-66.6549,92.0521,64.4487,49.7577,-261.657
-65.5581,-86.7593,-24.2232,-61.7328,-36.1547,347.317
52.6912,89.9277,-67.1276,73.7859,-75.5301,-120.718
37.1119,-3.95023,-51.9355,-57.2688,-54.6887,228.683
-27.094,36.0326,-96.328,-4.6989,85.3372,116.597
65.2801,-57.1403,-85.4215,-79.6524,-43.2676,390.131
-26.5484,32.2009,37.1154,-66.091,-94.6735,77.3544
72.0205,72.2092,76.5449,-56.7328,79.0287,-231.232
34.8149,-25.8421,-94.4623,-63.6979,10.9316,319.889
-80.6307,96.5451,-13.5163,9.01972,-39.2344,-57.0726
-10.3573,-39.1012,-54.2434,53.8515,-38.2472,88.5631
-73.4302,99.6942,-38.6968,21.4844,-50.0045,-33.3219
37.1477,6.67522,-49.0004,7.80898,50.3946,23.4271
14.8955,53.9885,-32.0615,33.0235,70.1569,-123.581
-6.43404,-16.7064,-89.2795,22.2456,7.47706,158.337
62.0783,-96.8586,-77.52,85.5807,66.5857,53.9936
19.9447,42.1012,99.3257,99.0161,-43.3935,-431.183
-37.13,27.779,64.3651,-5.63012,78.4329,-178.982
-8.27619,56.3184,49.0021,-48.905,-75.0387,-34.7729
-13.0449,-52.1445,53.7516,-6.99207,86.5839,-61.0998
-83.9938,-24.7152,-77.2859,-88.9278,-65.5178,444.364
38.1526,3.53195,-76.5682,99.5579,-16.8101,-54.6411
-70.7025,22.847,-64.7304,19.7282,55.6184,67.9534
-2.61442,56.3412,-12.029,73.906,23.3854,-207.811
-12.4989,-70.09,57.8677,10.3447,-71.4127,13.1858
-75.643,93.9827,23.0917,-90.163,34.1089,18.3452
9.52371,-75.9056,-43.2047,-90.1015,-2.84369,361.634
73.8902,69.1879,-1.11118,-71.1965,14.4745,-9.42502
97.5736,-65.9533,95.4153,94.2739,67.9773,-370.341
64.6066,-92.9208,-86.9085,86.5614,75.3484,58.7165
-81.9765,4.12035,10.0796,-82.5259,44.936,153.745
-90.9408,89.44,-70.947,-56.0496,-90.9266,226.585
93.0732,-42.0168,-25.1809,25.1364,-36.4317,29.4568
-59.1442,-95.428,-8.99201,-46.524,51.0966,246.626
4.14486,-45.5136,64.8869,-14.7977,65.6056,-75.4798
-79.771,69.9989,-1.93117,64.9082,31.6775,-190.41
-82.1091,-88.2294,50.8936,65.8894,57.2198,-87.1886
22.9383,-2.99905,-93.5895,96.3025,23.9174,-20.0676
-75.0184,-75.1603,45.4146,-36.2838,-89.9498,180.525
42.1733,-30.1489,7.11832,-60.6805,-6.59166,124.554
79.0879,-19.1063,67.7103,-36.5982,95.5835,-136.892
48.5814,62.5482,97.8756,-14.0962,-65.1403,-245.224
95.6854,-50.6714,51.6163,-4.86164,79.7451,-121.474
-29.4031,51.1809,5.06635,-58.2425,-67.2811,85.1107
85.6432,-70.6038,-41.8613,30.6372,-5.04391,78.6349
-25.4428,93.8492,-60.0745,27.1791,-60.1417,-15.2715
49.1811,21.7396,-61.8593,-76.6855,-51.5514,240.47
58.4022,19.1797,94.0261,64.216,23.0348,-382.057
-83.9127,22.7754,-78.5801,86.7549,-50.655,36.0752
-60.1518,62.7746,9.11572,-8.83082,-99.16,2.33032
-13.2478,95.7862,-58.7213,41.0184,-87.1238,-38.6354
91.5522,19.3724,17.1712,12.3757,24.9008,-151.043
43.4624,84.2671,60.7597,-1.74381,99.0414,-316.967
22.0475,-46.2778,53.3803,37.1628,32.5062,-142.057
-95.0777,-67.6524,-2.36534,-11.8496,56.2752,145.778
27.579,-57.4842,27.3479,-93.4338,51.0947,160.813
75.4773,-7.06586,8.36193,-98.1573,-33.2909,157.253
-20.949,-21.5526,-36.2712,4.26647,-63.3825,143.288
-72.649,-13.3983,-1.33816,33.6603,93.4094,-53.7876
-93.7122,87.181,-53.0451,-68.7262,-44.5512,193.474
-68.9132,84.7168,-27.5859,-52.6061,77.3107,31.6245
90.0478,-24.2681,-16.1339,75.7345,28.4595,-145.543
30.1122,-53.2173,-29.4183,74.3175,-67.1852,13.5372
-88.1574,-8.06672,-48.1389,-92.9537,-86.4456,385.14
71.468,-30.1206,-30.1662,-97.193,68.5774,208.266
23.2728,94.4471,38.6676,14.6294,98.524,-306.879
-67.3552,12.7764,45.308,65.3491,-72.6282,-151.589
-36.6307,-53.7406,78.497,17.3671,91.9421,-143.958
-59.0775,31.2809,-41.9526,-68.8006,-60.0735,239.479
-67.984,-76.5236,99.8359,-1.9458,94.364,-100.686
32.5544,60.8524,29.5644,33.558,90.8413,-278.493
-86.8257,82.4266,33.9233,-87.4272,61.9163,-1.58047
79.7132,21.3358,69.045,14.558,-18.1597,-229.393
77.5043,-19.3452,-52.7423,73.0964,-48.9291,-23.2979
-97.2605,-35.6032,-23.4207,80.2335,-98.2246,56.3756
-8.7176,56.6509,-12.6623,63.0561,-56.5102,-136.996
41.5359,59.0982,64.6183,-52.8405,-65.8487,-96.0007
60.2161,-43.4249,-46.3444,-22.7654,17.0637,153.039
56.2939,-51.3044,20.5026,-29.9455,-67.7327,96.1193
-68.3176,-45.5344,83.9151,-11.0555,-11.3621,-34.6498
-77.3492,-84.4841,-38.0274,70.3061,42.9541,80.9054
-40.3012,35.9632,-84.6942,-0.218504,-31.4824,159.592
60.2422,89.8095,-24.0309,-71.2331,53.3103,-7.40619
-64.7675,-51.9092,-40.701,-63.5849,-14.1072,321.294
-28.5997,-13.0145,-60.2607,44.1542,55.9037,38.7264
98.0788,-32.1594,65.3687,-50.879,-23.686,-29.1289
-92.5103,6.89212,85.3493,97.8155,34.0311,-331.362
21.076,76.7796,16.9886,37.0612,59.8874,-258.376
11.6295,-13.6316,58.7566,-77.6844,-57.3,77.8787
-25.6084,-68.4456,57.0957,40.9742,-33.6791,-60.1646
60.1924,42.2552,69.3569,-38.9577,-19.8746,-145.191
94.858,88.3993,90.5711,-37.0319,69.8021,-327.303
-90.0006,-30.3567,97.5878,-72.155,19.0232,28.47
46.6282,-20.8869,32.2611,-36.2433,62.033,-26.9
-46.5303,-64.0734,-94.6853,-34.0884,-57.7751,403.783
-23.5185,-6.79681,-9.48204,50.2555,-63.2388,-17.0391
42.482,0.67982,66.832,99.0303,32.1428,-364.562
-10.001,-65.2995,-51.5269,-10.1539,-81.3196,266.766
-3.32379,9.5536,-12.3568,6.48249,-76.4373,45.1253
35.5061,81.0918,66.3131,-66.2556,-29.6277,-122.074
-94.3796,19.5358,-70.3105,-85.1309,58.6199,295.692
17.9508,40.2917,-88.5793,-81.5181,78.2502,220.057
18.2861,-23.1411,32.6304,96.9652,-99.0378,-170.133
25.628,15.0258,51.7669,19.8029,42.2932,-199.847
2.98199,81.1953,50.032,2.27508,31.9133,-237.334
54.8139,-36.9997,23.2301,-46.8768,-13.0303,72.3516
-18.5936,88.5283,55.3155,53.7923,44.4842,-351.307
38.8195,-27.0965,62.8199,-58.5549,-69.8156,43.8713
-59.2527,-92.5766,-41.3504,22.2495,72.2823,163.442
-60.2736,72.7229,-85.4442,-67.9705,-43.6555,256.983
11.8443,-88.1549,-38.9894,-52.9256,-27.3187,312.29
57.2511,18.7392,-77.9191,-85.113,37.087,237.213
74.6531,92.5242,-5.48009,49.7936,-45.6546,-230.577
74.6267,80.1979,39.7488,74.2508,42.3172,-399.975
23.5021,-30.8346,76.4586,27.1978,-75.0111,-129.811
-12.7548,10.0951,43.4557,-37.71,23.5764,-33.8906
30.2832,-18.0018,20.6992,29.8391,74.6273,-132.004
-53.4665,-30.7659,-41.4069,-74.9282,4.23792,297.527
81.2904,36.6223,10.6349,-41.0423,47.3158,-67.4109
5.73894,-34.2682,61.407,-56.5551,-6.94055,35.9202
48.0722,-79.9763,-15.5807,46.7273,27.7623,11.7763
-28.4154,69.8402,-46.3154,-66.1054,46.6131,109.874
-66.7693,71.7884,-86.3701,-8.4169,-80.044,171.052
78.468,-16.2011,36.0499,13.3699,90.0928,-170.064
-1.40474,13.3267,81.007,9.41028,81.5091,-242.572
-69.4295,-13.838,48.9144,9.32384,1.13156,-55.353
96.0306,59.6897,39.4691,24.2001,-95.93,-208.024
33.1486,-95.1005,-28.7246,31.7538,78.0655,67.4903
-6.42316,27.4147,16.8712,-86.6271,-79.4276,143.168
23.6457,10.3786,43.4906,-61.4446,33.0905,-15.3962
-93.4932,21.1257,66.2632,34.4446,-58.5697,-139.001
25.3934,-76.0378,46.1963,54.3716,24.8187,-116.195
-92.7051,-25.908,63.7895,97.2964,28.8864,-238.29
-21.1824,44.4855,23.305,35.8506,-23.3438,-151.104
2.07027,93.0183,-83.8505,-44.1755,-89.1031,170.057
11.8072,14.1441,5.57351,-54.427,-65.6393,104.473
-8.16758,-69.9751,5.77193,-8.28585,-68.4763,147.739
-41.9956,22.4766,52.811,66.1014,11.5358,-244.368
-0.514927,42.7158,-69.2556,-20.8436,-6.75119,121.814
-67.5991,74.3082,-53.391,50.4605,-35.0668,-35.5847
-79.1424,51.6035,50.2212,75.0672,-53.7127,-238.719
-6.36036,13.2109,59.4034,13.3309,-24.3389,-143.543
